PageId,Published,ProjectName,ProjectCountry,NoticeLanguage,ContactName,SubmissionDate,ProcurementType,MajorSector,BidReference,ProjectId,NoticeType,ContactOrganization,ContractSignatureDate,ProcurementGroup
5629,40932,"TP-Education Sector Support",Timor-Leste,English,N/A,40932,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5630,40932,"TP-Education Sector Support",Timor-Leste,English,N/A,40932,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5631,40932,"TP-Education Sector Support",Timor-Leste,English,N/A,40932,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5632,41040,"TP-Education Sector Support",Timor-Leste,English,N/A,41040,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5633,41040,"TP-Education Sector Support",Timor-Leste,English,N/A,41040,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5634,41040,"TP-Education Sector Support",Timor-Leste,English,N/A,41040,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5635,41040,"TP-Education Sector Support",Timor-Leste,English,N/A,41040,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5636,41001,"RURAL ENTERPRISE SUPPORT PROJECT II",Uzbekistan,English,N/A,41001,"Equipment, Transportation","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry; Industry and trade; Agriculture, fishing, and forestry","ICB Award",P109126,"Contract Award",Published,N/A,41162
5637,40233,"BR-Second Minas Gerais Dev't PArtnership",Brazil,English,N/A,40233,"Project Management","Industry and trade; Education; Health and other social services; Transportation; Public Administration, Law, and Justice","Consultant Award (QCBS, QBS, FCS, LCS)",P101324,"Contract Award",Published,N/A,40046
5638,40480,"BR-Second Minas Gerais Dev't PArtnership",Brazil,English,N/A,40480,"Project Management","Industry and trade; Education; Health and other social services; Transportation; Public Administration, Law, and Justice","Small Contracts Award (DIR, CQS, SSS)",P101324,"Contract Award",Published,N/A,40046
5639,40652,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40652,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P101392,"Contract Award",Published,N/A,40046
5640,40652,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40652,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P101392,"Contract Award",Published,N/A,40046
5641,40652,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40652,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P101392,"Contract Award",Published,N/A,40046
5642,40652,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40652,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P101392,"Contract Award",Published,N/A,40046
5643,40652,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40652,"Equipment, Energy Exploration, Production","Energy and mining","Small Contracts Award (DIR, CQS, SSS)",P101392,"Contract Award",Published,N/A,40046
5644,40652,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40652,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P101392,"Contract Award",Published,N/A,40046
5645,40724,"EMERG ENERGY ASSIST","Kyrgyz Republic",English,N/A,40724,"Equipment, Energy Exploration, Production","Energy and mining","Small Contracts Award (DIR, CQS, SSS)",P101392,"Contract Award",Published,N/A,40046
5646,40619,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,40619,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Published,N/A,40372
5647,40619,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,40619,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Published,N/A,40372
5648,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5649,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5650,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5651,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5652,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Published,N/A,40324
5653,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5654,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5655,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P075060,"Contract Award",Revised,N/A,40324
5656,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5657,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Published,N/A,40324
5658,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P075060,"Contract Award",Revised,N/A,40324
5659,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5660,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5661,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P075060,"Contract Award",Revised,N/A,40324
5662,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P075060,"Contract Award",Revised,N/A,40324
5663,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5664,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5665,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5666,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5667,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5668,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5669,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5670,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Revised,N/A,40324
5671,40865,"IN: RCH II",India,English,N/A,40865,"Pharmaceuticals, Medical Products","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services","ICB Award",P075060,"Contract Award",Published,N/A,40324
5672,40982,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,40982,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Published,N/A,40372
5673,40990,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,40990,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Published,N/A,40372
5674,41082,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,41082,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Published,N/A,40372
5675,41130,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,41130,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Published,N/A,40372
5676,41130,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,41130,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","ICB Award",P097974,"Contract Award",Revised,N/A,40372
5677,41273,"BI-Multisectoral Water & Electricity Inf",Burundi,French,N/A,41273,"Works, Infrastructure","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Water, sanitation and flood protection; Energy and mining","Small Contracts Award (DIR,CQS,INDV,SSS)",P097974,"Contract Award",Published,N/A,40372
